epoch,train_loss,train_dice_esophagus,train_dice_heart,train_dice_trachea,train_dice_aorta,train_dice_fg,train_dice_legacy_fg,val_loss,val_dice_esophagus,val_dice_heart,val_dice_trachea,val_dice_aorta,val_dice_fg,val_dice_legacy_fg,lr,seconds,is_best
0,0.6031743218388841,0.0001863567479678359,0.00038838050871516084,0.0008661233254131718,0.0008331491731950914,0.000568502438822815,0.27941131591796875,0.24252506248328998,0.0,0.0,6.538084341288002e-06,0.0,1.6345210853220005e-06,0.5521870255470276,0.0005,22.8,True
1,0.13945401398723592,0.0,0.0,0.00018450184682667226,0.0,4.6125461706668066e-05,0.5874218344688416,0.07902149629333745,0.0,0.0,0.0,0.0,0.0,0.6087431907653809,0.0005,20.7,False
2,0.06086249625779921,0.0,0.0,0.0,0.0,0.0,0.6123535633087158,0.04762586146269156,0.0,0.0,0.0,0.0,0.0,0.6087431907653809,0.0005,20.7,False
3,0.04037708156971688,0.0,0.0,0.0,0.0,0.0,0.6123535633087158,0.034971774231804455,0.0,0.0,0.0,0.0,0.0,0.6087431907653809,0.0005,20.8,False
4,0.0316225224499071,0.0,0.0,0.0,0.0,0.0,0.6123535633087158,0.030294996240864628,0.0,0.0,0.0,0.0,0.0,0.6087431907653809,0.0005,20.6,False
5,0.027754677834237265,0.0,0.0,0.0,0.0,0.0,0.6123535633087158,0.0281460152938962,0.0,0.0,0.0,0.0,0.0,0.6087431907653809,0.0005,20.6,False
6,0.02523748053728521,0.0,0.0,0.0,0.0,0.0,0.6123535633087158,0.02915217619713234,0.0,0.0,0.0,0.0,0.0,0.6087431907653809,0.0005,20.8,False
7,0.02346638891787899,0.0,0.0,0.0,0.0,0.0,0.6123535633087158,0.03117561557978068,0.0,0.0,0.0,0.0,0.0,0.6087431907653809,0.0005,20.6,False
8,0.022370047591594985,0.0,0.0,0.0,0.0,0.0,0.6123535633087158,0.023701231534916746,0.0,0.0,0.0,0.0,0.0,0.6087431907653809,0.0005,20.5,False
9,0.020645941282482688,0.0,0.0,0.0,0.0,0.0,0.6123535633087158,0.022549084845282463,0.0,0.0,0.0,0.0,0.0,0.6087431907653809,0.0005,20.7,False
