epoch,train_loss,train_dice_esophagus,train_dice_heart,train_dice_trachea,train_dice_fg,train_dice_legacy_fg,val_loss,val_dice_esophagus,val_dice_heart,val_dice_trachea,val_dice_fg,val_dice_legacy_fg,lr,seconds,is_best
0,0.8481835338785696,0.0017605649101653151,0.01640353458359405,0.0004705921538235302,0.006211563882527631,0.2508946359157562,0.3636868220308553,0.0,0.030559252758376527,0.0,0.010186417586125509,0.5672016143798828,0.0005,22.7,True
1,0.19059705242472397,0.0,0.2862574918918444,0.0,0.09541916396394813,0.6250158548355103,0.10340874454249506,0.0,0.6188986932317524,0.0,0.20629956441058414,0.683086633682251,0.0005,20.6,True
2,0.0669483698841195,0.0,0.8143527999307675,0.0,0.2714509333102558,0.7116512656211853,0.0549535423355258,0.0,0.4269754403510082,0.0,0.1423251467836694,0.6773327589035034,0.0005,20.7,False
3,0.03635045649647375,0.0,0.8530948157652879,0.0,0.2843649385884293,0.7235164046287537,0.03587484960646733,0.0,0.7341074603360422,0.0,0.24470248677868076,0.7335655093193054,0.0005,21.3,True
4,0.023902388476890645,0.0,0.89507226698587,0.0,0.29835742232862333,0.73887699842453,0.030366269231814406,0.0,0.7597693347424455,0.0,0.2532564449141485,0.6839334964752197,0.0005,21.3,True
5,0.018342665064204008,0.0,0.9024138623545093,0.0,0.30080462078483644,0.747482180595398,0.032766845004390116,0.0,0.530576652661607,0.0,0.17685888422053567,0.7182710766792297,0.0005,21.8,False
6,0.014709433776830394,0.0,0.9201173509849909,0.0,0.3067057836616636,0.7511306405067444,0.030163784600470377,0.0,0.6501846844624946,0.0,0.21672822815416484,0.7035605311393738,0.0005,20.3,False
7,0.013301776016326278,0.0,0.913906265523372,0.0,0.30463542184112397,0.7520937919616699,0.02182763290753507,0.0,0.811542297644434,0.0,0.27051409921481134,0.7231971025466919,0.0005,20.6,True
8,0.011279506077224827,0.0,0.9331009714008527,0.0,0.3110336571336176,0.7579735517501831,0.029969694775164774,0.0,0.6266349586283152,0.0,0.20887831954277172,0.731818437576294,0.0005,20.4,False
9,0.010612572431854544,0.0,0.928610948503266,0.0,0.309536982834422,0.7550159096717834,0.021819830400383343,0.0,0.822972044126088,0.0,0.274324014708696,0.7118461728096008,0.0005,23.3,True
10,0.009896977567153511,0.0,0.9311397666479863,0.0023017466132417975,0.311147171087076,0.756008505821228,0.029732663058878287,0.0,0.5818618394741403,0.0,0.1939539464913801,0.7368770241737366,0.0005,20.8,False
11,0.009030981474125985,0.0,0.9377456275572907,0.00988867334132615,0.31587810029953894,0.7568712830543518,0.03072411412798354,0.0,0.6451260665313402,0.0009201217847162827,0.21534872943868547,0.7353002429008484,0.0005,21.6,False
12,0.008304954727085322,0.0,0.9391090224330781,0.06535483450815348,0.3348212856470772,0.7506717443466187,0.023525234189836066,0.0,0.7238897239532431,0.04597482320761255,0.25662151572028524,0.7382125854492188,0.0005,20.9,False
13,0.0072705403671774055,0.0,0.9422200594004073,0.4187972007027662,0.4536724200343912,0.7553821206092834,0.018462363811230044,0.0,0.7944801797395763,0.24516793025177183,0.34654936999711605,0.7468044757843018,0.0005,21.6,True
14,0.00605285518687936,0.5991247446457447,0.9487400206703074,0.6964604827319456,0.7481084160159992,0.8580049872398376,0.027067030554779038,0.331362318030111,0.733927500691818,0.33990026418309555,0.46839669430167485,0.7975156307220459,0.0005,21.2,True
15,0.005385709655070123,0.7947121096253447,0.9479720263715268,0.7593900247104186,0.8340247202357634,0.9186631441116333,0.019010855097060457,0.41547483841657507,0.8352329438025403,0.4171520454336254,0.555953275884247,0.8232735991477966,0.0005,20.9,True
16,0.004988068687365451,0.806787750586542,0.9472466074318731,0.7767876033048058,0.8436073204410736,0.9207751750946045,0.027217295317677782,0.46655643306751243,0.7136409710663563,0.3811332413464713,0.5204435484934468,0.8063861727714539,0.0005,20.4,False
17,0.004111851904727255,0.8250037888396563,0.9594749341259163,0.797336110214981,0.8606049443935179,0.9339722990989685,0.02364782553353428,0.39274189264386034,0.7731408131188036,0.39611899111618054,0.5206672322929481,0.8109034299850464,0.0005,21.1,False
18,0.004443296644554365,0.8221845635751798,0.9510940486137804,0.8003737603555677,0.8578841241815094,0.9307509064674377,0.020824699195192965,0.5149952382331028,0.7606443155480551,0.498704123696338,0.5914478924924986,0.7810183167457581,0.0005,21.7,True
19,0.0036808127278815587,0.8345948398988787,0.9613828816680908,0.8163446720681315,0.8707741312117004,0.9392374753952026,0.025221998845834447,0.43279230285798453,0.7303234845622297,0.40838921703182,0.5238350014840114,0.8037077784538269,0.0005,20.5,False
20,0.00400385103470754,0.8312690239734528,0.9535864986778707,0.8154513967171264,0.8667689731228165,0.9352567195892334,0.026304397702915594,0.43658581470087193,0.7075957918935681,0.46929984748514303,0.537827151359861,0.7992380261421204,0.0005,20.5,False
21,0.0038506998250158056,0.8380056601102465,0.9574590927042341,0.8133275918708732,0.8695974482284513,0.9358992576599121,0.034309412073850146,0.5155745708441681,0.687218333236254,0.32934721216944335,0.5107133720832885,0.786018431186676,0.0005,20.4,False
22,0.00391828475758122,0.8334951291129363,0.9544264581684324,0.8194158311383359,0.8691124728065681,0.938111424446106,0.026528403134042214,0.4317709695630259,0.7077394831589107,0.4753640327263196,0.5382914951494188,0.7939613461494446,0.0005,20.5,False
23,0.003623983646326147,0.8492532242334045,0.9572727462350793,0.8261717558919393,0.8775659087868077,0.9414347410202026,0.028392449397980943,0.4107981289584443,0.7036050432837693,0.3852636274667364,0.4998889332363167,0.7777132391929626,0.0005,20.8,False
