epoch,train_loss,train_dice_esophagus,train_dice_heart,train_dice_trachea,train_dice_fg,train_dice_legacy_fg,val_loss,val_dice_esophagus,val_dice_heart,val_dice_trachea,val_dice_fg,val_dice_legacy_fg,lr,seconds,is_best
0,0.8765028975165262,0.0002396073015323627,0.0001676176928939876,0.0005383404651526529,0.0003151884865263344,0.40903306007385254,0.4458262391712355,0.0,0.0,0.0,0.0,0.6510928869247437,0.0005,22.2,True
1,0.24720140270065655,0.0,0.0,0.0,0.0,0.5797834396362305,0.13644130618675895,0.0,0.0,0.0,0.0,0.672950804233551,0.0005,20.6,False
2,0.08915494589224754,0.0,0.28502536065688366,3.11781441209712e-05,0.09501884626700154,0.5918212532997131,0.064551751639532,0.0,0.511872257012644,0.0,0.17062408567088136,0.7202678322792053,0.0005,20.9,True
3,0.04510605305158889,0.0,0.793398116197896,0.0,0.264466038732632,0.6804822683334351,0.039861427279918094,0.0,0.7394894269946267,0.0,0.24649647566487556,0.7192674279212952,0.0005,21.1,True
4,0.029537388194806176,0.0,0.8503019499620189,0.0,0.283433983320673,0.6975974440574646,0.034572429072273814,0.0,0.7137340041288784,0.0,0.23791133470962614,0.7271583080291748,0.0005,20.5,False
5,0.02228637116436158,0.0,0.8667029707039141,0.0,0.28890099023463806,0.7076424956321716,0.031535839803678835,0.0,0.6925596288134879,0.0,0.23085320960449596,0.7079283595085144,0.0005,20.5,False
6,0.018245406896034228,0.0,0.8762337503740386,0.0,0.2920779167913462,0.7117006182670593,0.02834917871767412,0.0,0.7312129691001952,0.0,0.24373765636673173,0.7145280838012695,0.0005,20.2,False
7,0.015320055228961425,0.0,0.8852614615785404,0.0,0.29508715385951345,0.7129495143890381,0.02749886216757738,0.0,0.7228597571057669,0.0,0.24095325236858897,0.702522873878479,0.0005,20.3,False
8,0.013475080929622687,0.0,0.8805869151605542,0.0,0.2935289717201847,0.7046412229537964,0.026551430018456734,0.0,0.6980597830766495,0.0,0.23268659435888317,0.716062068939209,0.0005,20.6,False
9,0.01164682190957619,0.12736894032536203,0.8771934834438788,0.0,0.3348541412564136,0.7172025442123413,0.023022577178704998,0.3109267601785265,0.7356799422315717,0.0,0.3488689008033661,0.7567592263221741,0.0005,20.4,True
10,0.00960113247592667,0.6336980743657361,0.9174001200274466,0.0,0.5170327314643942,0.8087794184684753,0.022760669232103164,0.46022507316138156,0.7058082772656322,0.0,0.3886777834756712,0.7781397700309753,0.0005,20.5,True
11,0.008304453107644475,0.718993733821462,0.9229084371168258,2.2629554197782303e-05,0.5473082668308286,0.8386475443840027,0.022916407786998088,0.4422676382756994,0.6782775336514186,0.0,0.37351505730903933,0.7760468125343323,0.0005,20.5,False
12,0.007631991480717241,0.7367007640214555,0.9193064194415246,0.032661702410638836,0.5628896286245396,0.8429259061813354,0.02088416239256849,0.46729549611201254,0.7514259814152633,0.06264020577744481,0.4271205611015736,0.7914612889289856,0.0005,20.5,True
13,0.00628562860333337,0.7706522488004887,0.9355971808497424,0.4588971565975248,0.7217155287492519,0.8771613836288452,0.020275503932498395,0.48991495523195666,0.7635133051934218,0.3710031015627383,0.5414771206627056,0.7972362637519836,0.0005,20.4,True
14,0.00563469483806005,0.7877724705282699,0.9389254439445422,0.719042595896602,0.8152468367898047,0.9030276536941528,0.02360502121028612,0.47226262255554763,0.7179979969544605,0.34244233426876225,0.5109009845929234,0.8024399280548096,0.0005,20.3,False
15,0.005640986278552889,0.7907367288321875,0.9354476162271991,0.7474348074296577,0.8245397174963481,0.9057641625404358,0.02173646710656138,0.5227243038920073,0.7472430636437126,0.4304798123673753,0.5668157266343651,0.809551477432251,0.0005,20.3,True
16,0.004867064198690121,0.8040029561683856,0.9445660491769423,0.7701661447929328,0.8395783833794203,0.9109345078468323,0.020851921946387332,0.462110609338942,0.72086139273684,0.4130175488814693,0.5319965169857505,0.7964804768562317,0.0005,20.2,False
17,0.005415621785797896,0.7891636818919854,0.9338402443916005,0.7563333267649176,0.8264457510161679,0.8993915319442749,0.022225069186938725,0.5054121595631766,0.7342069272647351,0.468028204494627,0.5692157637741796,0.8099011182785034,0.0005,20.5,True
18,0.004427430435465042,0.8186775170252865,0.9475251115401006,0.7975160999835672,0.854572909516318,0.9208650588989258,0.022898585737414618,0.4394630575506929,0.7814271876750235,0.41333867854312023,0.5447429745896123,0.8079370856285095,0.0005,20.2,False
19,0.004356941356071041,0.8223971667321243,0.9484472913017327,0.8129139430740354,0.8612528003692974,0.9226852655410767,0.02360905684814181,0.5323228008898869,0.7274959750982759,0.41293519767112097,0.5575846578864279,0.8014298677444458,0.0005,20.3,False
20,0.0038727399163942773,0.8343145449018741,0.954720973357189,0.8306819681121907,0.8732391621237512,0.9349072575569153,0.0224079721761012,0.400738601564443,0.7542600424417463,0.4636528995340923,0.5395505145134272,0.7998814582824707,0.0005,20.4,False
21,0.0036743644963146554,0.8408204874907158,0.9564144151201284,0.8393968347256727,0.8788772457788391,0.9337937831878662,0.021317889397576673,0.5305936648084751,0.7654090783699926,0.4455766866868567,0.5805264766217748,0.8074167370796204,0.0005,20.3,True
22,0.0036730623445222974,0.8435579231866067,0.9572832519707298,0.8428621990773579,0.8812344580782314,0.9333536624908447,0.02122438317303971,0.5594130799762966,0.7948208455904596,0.4878561508119056,0.614030025459554,0.8277116417884827,0.0005,20.4,True
23,0.003607904314173639,0.8429003716168605,0.9554272075826714,0.845465695360387,0.8812644248533062,0.9347199201583862,0.02552142415889134,0.5482146059118862,0.7461946970207872,0.5327287511050695,0.609046018012581,0.8131780028343201,0.0005,20.4,False
24,0.0036152429758668707,0.8415424135217565,0.9567872523180656,0.8481925485268602,0.8821740714555609,0.9317331910133362,0.026603442253342467,0.4644263663391424,0.6876414867562983,0.5261486939164638,0.5594055156706349,0.7952188849449158,0.0005,20.3,False
