epoch,train_loss,train_dice_esophagus,train_dice_heart,train_dice_trachea,train_dice_aorta,train_dice_fg,train_dice_legacy_fg,val_loss,val_dice_esophagus,val_dice_heart,val_dice_trachea,val_dice_aorta,val_dice_fg,val_dice_legacy_fg,lr,seconds,is_best
0,0.8483937429132272,0.00045557565393179034,0.016689132129456958,0.0005087720031386109,0.0014277514741477064,0.004770307815168766,0.2054201066493988,0.36527103081993434,0.0,0.006271691446051416,0.0,0.0,0.001567922861512854,0.5276310443878174,0.0005,23.2,True
1,0.19086175998699226,0.0,0.001844570519409267,0.0001138840065090206,0.0,0.0004896136314795718,0.5414547920227051,0.10623276337333347,0.0,0.005854054139624792,0.0,0.0,0.001463513534906198,0.5366335511207581,0.0005,21.0,False
2,0.06841286997872777,0.0,0.7608489418888001,0.00019816854266027745,0.0,0.1902617776078651,0.5857201814651489,0.056258716790572455,0.0,0.5176935382091374,0.0,0.0,0.12942338455228436,0.5538110733032227,0.0005,21.0,True
3,0.03571276108684182,0.0,0.8783870553622172,0.00023721969543084184,0.0,0.21965606876441202,0.6154385209083557,0.03747454967511737,0.0,0.7385898587900451,0.0006502302898943376,0.0,0.18481002226998486,0.6222893595695496,0.0005,21.0,True
4,0.023798894327102235,0.0,0.898863711710167,0.0013076581669196322,4.00364331541703e-06,0.2250438433801005,0.6206960678100586,0.02862525804211264,0.0,0.7839676094314536,0.000864397622906537,0.0,0.19620800176359005,0.6178871989250183,0.0005,20.8,True
5,0.017916120177203468,0.0,0.9132712233454467,0.00925462950125813,0.00042286156031388455,0.2307371786017547,0.6067989468574524,0.030453408598575902,0.0,0.7140878478425357,0.00021180831347630396,0.0006357775493455426,0.17873385842633938,0.5969272255897522,0.0005,20.8,False
6,0.014761873787379805,0.0,0.9191205758641777,0.0642144680158889,0.08221022057791899,0.2663863161144964,0.5881043672561646,0.028252895097450718,0.0,0.7641001693702674,0.007538257467372811,0.14138157909686105,0.22825500148362532,0.5988605618476868,0.0005,21.2,True
7,0.012464047979468495,0.0,0.921610587874986,0.0863409242013791,0.5837981961393693,0.39793742705393365,0.6281608939170837,0.023077101313063633,0.0,0.7553157329077511,0.0002984703395100112,0.43575447985001603,0.2978421707743193,0.6574059128761292,0.0005,20.8,True
8,0.010242117684276474,0.0,0.9367831625176293,0.0008795383105534779,0.7328420209059553,0.4176261804335345,0.6931756138801575,0.029371087907044135,0.0,0.6910827463453231,0.0,0.4110877551221244,0.27554262536686186,0.628589391708374,0.0005,20.7,False
9,0.00907163861241962,0.0,0.9362668277969152,0.0004916933230157856,0.7670906174727665,0.42596228464817437,0.7114841341972351,0.027439264341702928,0.0,0.7463554524310931,0.0,0.25941384460129513,0.2514423242580971,0.6478855609893799,0.0005,20.8,False
10,0.008067763870893304,0.0,0.9408382681403545,0.0,0.7883755030251278,0.43230344279137056,0.7205954194068909,0.02314683209153135,0.0,0.7754830259879251,0.0,0.4310690698371428,0.301638023956267,0.6533529758453369,0.0005,21.1,True
11,0.007452318721870356,0.0,0.9438443328950118,0.0,0.7979212735897078,0.4354414016211799,0.7181853652000427,0.028052886330988257,0.0,0.6436510474945107,0.0,0.39382143597237085,0.2593681208667204,0.6357851624488831,0.0005,21.0,False
12,0.0068151722642363554,0.0,0.9462535263174853,0.0,0.8134775397505296,0.43993276651700375,0.7093101143836975,0.02560975869823976,0.0,0.7402822542502486,0.0,0.41130597410215974,0.2878970570881021,0.6098275780677795,0.0005,21.0,False
13,0.006492277770402126,0.0,0.9395222982409237,0.0,0.8269599195551186,0.4416205544490106,0.6950109601020813,0.01993071527382278,0.0,0.78665505613452,0.0,0.5161011519966722,0.3256890520327981,0.6345040798187256,0.0005,21.4,True
14,0.006064462192685056,0.0,0.9453771206353977,0.0,0.8326918076739295,0.4445172320773318,0.6926513314247131,0.02359332313138546,0.0,0.7810690011176661,0.0,0.4298181316629398,0.3027217831951515,0.594163179397583,0.0005,20.9,False
15,0.005866280308378486,0.0,0.9480311603286427,0.0,0.8423896308667229,0.4476051977988414,0.6950197815895081,0.022504945966141783,0.0,0.7836810789234655,0.0,0.42402092711743694,0.3019255015102256,0.6273422837257385,0.0005,21.0,False
16,0.005662647733384369,0.0,0.9478625892398794,0.0,0.8462861923077462,0.4485371953869064,0.6986051797866821,0.026969347069920647,0.0,0.7479591455521953,0.0,0.5133884566325916,0.31533690054619673,0.6398981213569641,0.0005,21.0,False
17,0.0054706736440076455,0.0,0.9473159769588114,0.0,0.8508298161937752,0.44953644828814665,0.7008267641067505,0.0227703666414448,0.0,0.7838950684315035,0.0,0.46312290791404853,0.311754494086388,0.6490504145622253,0.0005,21.0,False
18,0.0050369883346946505,0.0,0.9529517090070275,0.0,0.858168729925601,0.45278010973315713,0.695805549621582,0.024779444121826522,0.0,0.7659603528082745,0.0,0.4282684216378234,0.29855719361152444,0.6155614256858826,0.0005,20.8,False
19,0.004856634983225995,0.0,0.9522673526031138,0.0005152072842290108,0.8645400572515098,0.4543306542847132,0.6927357912063599,0.02610698152616944,0.0,0.7730993929840786,0.003965639279991794,0.40483608272959415,0.29547527874841617,0.6301726698875427,0.0005,20.9,False
