epoch,train_loss,train_dice_esophagus,train_dice_heart,train_dice_trachea,train_dice_fg,train_dice_legacy_fg,val_loss,val_dice_esophagus,val_dice_heart,val_dice_trachea,val_dice_fg,val_dice_legacy_fg,lr,seconds,is_best
0,0.8488212366279732,0.005065466044220293,0.03665994014070243,0.0016413129410636712,0.014455573041995464,0.35201582312583923,0.3494715568811997,0.0,0.0,0.0,0.0,0.7112022042274475,0.0005,23.3,True
1,0.22217542935616572,0.0,0.0,0.0,0.0,0.6623180508613586,0.11308733956969302,0.0,0.0,0.0,0.0,0.7131147384643555,0.0005,21.1,False
2,0.08303061712311617,0.0,0.0,0.0,0.0,0.6574369668960571,0.06463203786507897,0.0,0.0,0.0,0.0,0.7131147384643555,0.0005,21.2,False
3,0.04697922416157999,0.0018955277981215217,0.22660704220594555,0.0,0.07616752333468903,0.6723799705505371,0.04426564025166242,0.0003218460238981975,0.6303277472003893,0.0,0.21021653107476249,0.6738759279251099,0.0005,21.2,True
4,0.03041719360588377,0.044990654239307086,0.7758890316050592,0.0,0.27362656194812207,0.703681230545044,0.038956294775657034,0.11059247855495272,0.5076922334605328,0.0,0.20609490400516184,0.6719745993614197,0.0005,21.2,False
5,0.021226842059271025,0.4102665561520446,0.8517655496896669,0.0,0.4206773686139038,0.7709757089614868,0.03184895048565839,0.2708221310762759,0.5970300023098709,0.0,0.289284044462049,0.7507452964782715,0.0005,21.3,True
6,0.016398369722469334,0.5927436850191781,0.8781361357872566,0.0,0.49029327360214486,0.8103517293930054,0.030327922719247315,0.3902595755756936,0.5755831454249571,0.0,0.3219475736668836,0.7483536005020142,0.0005,21.7,True
7,0.01246533068042069,0.6668394935023118,0.907024082777637,0.0,0.5246211920933163,0.8278294801712036,0.02570698761948101,0.40735181695424183,0.6954414778336089,0.0,0.3675977649292836,0.7634317278862,0.0005,21.2,True
8,0.010782807893924436,0.6995281307018132,0.9168798244627067,0.0,0.5388026517215067,0.8370676636695862,0.02423499352298677,0.42348857588126265,0.6498226791993037,0.0,0.3577704183601888,0.7708105444908142,0.0005,20.9,False
9,0.011048184072588261,0.6695096538997987,0.8992650309030328,0.0,0.5229248949342772,0.8273690342903137,0.021411002937542355,0.3829623189606416,0.7515922282779823,0.0,0.37818484907954125,0.7554166913032532,0.0005,21.2,True
10,0.008749331900369766,0.7257794533191854,0.9185190102145745,0.0,0.5480994878445866,0.8468186259269714,0.019973540618894215,0.4268470891010735,0.766339881381132,0.0,0.3977289901607352,0.7561347484588623,0.0005,21.4,True
11,0.007873243889731827,0.7522731368866051,0.925829937650704,0.0,0.5593676915124364,0.8526349067687988,0.020568243113002215,0.4245144902236041,0.7849946654951279,0.0,0.4031697185729106,0.7868820428848267,0.0005,21.2,True
12,0.006729440876710157,0.7733088712524062,0.9336253976633831,0.0,0.5689780896385964,0.8612401485443115,0.01853332582142447,0.499200732218512,0.7775495422617352,0.0,0.4255834248267491,0.7616924047470093,0.0005,21.3,True
13,0.0062450814395931895,0.7842624558709682,0.9362377324800143,0.0,0.5735000627836608,0.8653664588928223,0.022851542928812862,0.43390482635971894,0.759516492325902,0.0,0.39780710622854026,0.7716097831726074,0.0005,21.2,False
14,0.005902324984886976,0.7866777294383491,0.9397855724322944,0.0,0.5754877672902144,0.8662199378013611,0.0196253901598064,0.4375024494419611,0.759924788968515,0.0,0.399142412803492,0.7642769813537598,0.0005,21.2,False
15,0.005407496695156095,0.7857675227078367,0.9451366997642893,0.0,0.5769680741573753,0.866594672203064,0.020755217333688684,0.4465040056312934,0.7706399335925992,0.0,0.4057146464079642,0.762015163898468,0.0005,21.2,False
16,0.005509649503978745,0.7853522182610038,0.9397145909525377,0.0,0.5750222697378472,0.8669412136077881,0.020924426646872787,0.39385408569054636,0.7634029170337086,0.0,0.38575233424141836,0.7515667676925659,0.0005,21.2,False
17,0.004897444556294426,0.784790116025673,0.9480717890535193,0.0,0.5776206350263974,0.8696087002754211,0.018723000940466906,0.5120081416313363,0.8024045744670729,0.0,0.4381375720328031,0.7736319303512573,0.0005,21.1,True
