epoch,train_loss,train_dice_esophagus,train_dice_heart,train_dice_trachea,train_dice_fg,train_dice_legacy_fg,val_loss,val_dice_esophagus,val_dice_heart,val_dice_trachea,val_dice_fg,val_dice_legacy_fg,lr,seconds,is_best
0,0.809878421235017,0.003426835445881062,0.008594005037506186,0.0005244962665189216,0.00418177891663539,0.3690106272697449,0.3804118607355201,0.0,0.0,0.0,0.0,0.7021858096122742,0.0005,22.5,True
1,0.19683761780728024,0.0,0.0,0.0,0.0,0.6238019466400146,0.10674905187409857,0.0,0.0,0.0,0.0,0.7136611938476562,0.0005,20.5,False
2,0.06945098030562948,0.058259422690207265,0.0040897867322413255,0.0003327782738341028,0.020893995898760898,0.6372891068458557,0.05496683028405127,0.11465706840253995,0.10451371711269071,0.0,0.07305692850507689,0.6714691519737244,0.0005,20.9,True
3,0.036469722430488204,0.04763537098017783,0.7218948564222271,0.0,0.2565100758008016,0.6850055456161499,0.03599209363531807,0.0,0.6703772298673695,0.0,0.22345907662245648,0.7335450649261475,0.0005,20.7,True
4,0.023619688736016286,0.00013071967506775005,0.8113169357800541,0.0,0.27048255181837394,0.6960377097129822,0.03176351030478659,0.00013325498642538375,0.5749589366923098,0.0,0.19169739722624504,0.6507039666175842,0.0005,20.5,False
5,0.01725015060833679,0.23976481933411528,0.8508453089284558,0.0,0.36353670942085703,0.7231639623641968,0.03401242963888723,0.3088732519814932,0.4124614421968763,0.0,0.24044489805945649,0.7542434334754944,0.0005,20.8,True
6,0.013729923539306894,0.6098349958992094,0.8922746131435381,0.0,0.5007032030142492,0.8092847466468811,0.02644067143049577,0.29773629476513247,0.6855809393031003,0.0,0.3277724113560776,0.7313897013664246,0.0005,20.7,True
7,0.011314050082075106,0.6919572873988733,0.905225127811112,0.0,0.5323941384033284,0.8351254463195801,0.025379565265029668,0.4583182542848238,0.6788530885597672,0.0,0.3790571142815304,0.7869535088539124,0.0005,20.7,True
8,0.009510870119319337,0.7269155784483478,0.9175405086238445,0.0,0.5481520290240641,0.849313497543335,0.024895384619214936,0.34627362884139,0.7003723239014393,0.0,0.3488819842476098,0.7726349830627441,0.0005,20.6,False
9,0.00841586184872594,0.7482357044918636,0.9229912564525142,0.0,0.557075653648126,0.8461316823959351,0.02165766587663118,0.4809065775682253,0.7435591338851216,0.0,0.4081552371511156,0.7777584791183472,0.0005,20.6,True
10,0.007227911386987136,0.7735522035830443,0.9300852912993327,0.0,0.5678791649607923,0.8536179661750793,0.023421006239748195,0.4930412573883117,0.7132960316841149,0.0,0.4021124296908089,0.7772940397262573,0.0005,20.5,False
11,0.006844246904458059,0.779222214486159,0.9313233409416488,0.0,0.5701818518092693,0.850825309753418,0.023315811635541688,0.43018119301753205,0.7327997656882451,0.0,0.38766031956859237,0.7585213780403137,0.0005,20.6,False
12,0.006001651094977087,0.7948911701982672,0.9384573400609985,0.0,0.5777828367530885,0.85411536693573,0.024769815871411045,0.48246376666717217,0.7232532497310429,0.0,0.40190567213273837,0.7717862129211426,0.0005,20.4,False
13,0.005521940875557059,0.804352099168126,0.9452406350875573,0.0,0.5831975780852278,0.853636622428894,0.02630631326389013,0.45776342540842385,0.6711056661784297,0.0,0.37628969719561783,0.7358987927436829,0.0005,20.4,False
14,0.005663112908398611,0.8024761248980319,0.9363581737982254,0.0,0.5796114328987524,0.8468455672264099,0.03149461674797551,0.4615809776036867,0.6469018632641889,0.0,0.3694942802892918,0.7782607078552246,0.0005,20.4,False
15,0.005134004748310292,0.8154195477838964,0.9456763351659777,0.0,0.5870319609832914,0.846632719039917,0.026608438042129146,0.4478452700771872,0.5843096578137877,0.0,0.344051642630325,0.7581620216369629,0.0005,20.6,False
16,0.004998761939581368,0.8165587720186136,0.9434994871112957,0.0,0.5866860863766364,0.8353877067565918,0.02796416863604226,0.5389879192286783,0.6315113510811388,0.0,0.39016642343660574,0.7939033508300781,0.0005,20.6,False
17,0.005379561569657778,0.8058142831391101,0.9366226935759093,8.223848116336644e-05,0.5808397383987276,0.8305783867835999,0.020396689481972513,0.5076218451994899,0.7867209073449362,0.0004579072894816058,0.431600219944636,0.764648973941803,0.0005,20.8,True
18,0.004533895492064305,0.8195030720341071,0.9483845857470615,0.0055322693797653505,0.5911399757203113,0.8225222229957581,0.028485840488903468,0.5145401058547314,0.5919192039299348,0.019528425421535815,0.375329245068734,0.761606752872467,0.0005,20.5,False
19,0.004166385525621199,0.822819135663914,0.9546848101532205,0.049650428864392526,0.6090514582271757,0.8238339424133301,0.02964042097667951,0.4873613703543952,0.6397880509854723,0.058786911777903406,0.395312111039257,0.7842782735824585,0.0005,20.4,False
20,0.004032024622976611,0.8197124779937163,0.9552340204047092,0.18487026210006807,0.6532722534994978,0.8325382471084595,0.02625026334160635,0.4674156902767156,0.7026704337795578,0.2199596134013096,0.46334857915252764,0.7783128619194031,0.0005,20.9,True
21,0.003927660134557315,0.8305356978175066,0.957057080273869,0.4291261273795923,0.7389063018236559,0.8621792197227478,0.025069959785500744,0.49897613944718006,0.7592455367216386,0.2090021950181659,0.4890746237289949,0.7989524006843567,0.0005,20.7,True
22,0.003986621392454171,0.8358456649593329,0.9543555480443685,0.6023228289667883,0.7975080139901634,0.9032564163208008,0.02536977513120054,0.5595041589210213,0.6707666108887403,0.4125259840420439,0.5475989179506019,0.8200791478157043,0.0005,20.7,True
23,0.0038250794481860723,0.8416784029398983,0.959399353736537,0.7121554736239286,0.8377444101001212,0.9241703152656555,0.02677401252459158,0.48527390424258127,0.68238928536081,0.35948772871590906,0.5090503061064334,0.798202633857727,0.0005,20.7,False
24,0.003894390610393622,0.8439806798627577,0.954542972090766,0.7722597822046349,0.8569278113860529,0.935637354850769,0.036583706521164654,0.3853742291186782,0.525280912453651,0.32680164913541865,0.41248559690258263,0.7962142825126648,0.0005,20.6,False
