epoch,train_loss,train_dice_esophagus,train_dice_heart,train_dice_trachea,train_dice_fg,train_dice_legacy_fg,val_loss,val_dice_esophagus,val_dice_heart,val_dice_trachea,val_dice_fg,val_dice_legacy_fg,lr,seconds,is_best
0,0.9537350955833457,0.003112261195174224,0.02975394161417812,0.0007773773155449838,0.01121452670829911,0.2718763053417206,0.4604950487613678,0.0,0.0,0.0,0.0,0.6139343976974487,0.0005,22.7,True
1,0.26971129108505276,3.3994526881172134e-06,0.0,0.0,1.133150896039071e-06,0.6224709749221802,0.1316868311037188,0.0,0.0,0.0,0.0,0.6573770642280579,0.0005,20.7,False
2,0.08470400653927251,3.5715568396219156e-05,0.4177803920276747,0.0,0.13927203586535697,0.6446037888526917,0.056163133194913034,0.0,0.6450290712986139,0.0,0.2150096904328713,0.6956945657730103,0.0005,20.8,True
3,0.04029232112126208,0.0,0.7896711529424595,0.0,0.2632237176474865,0.7040181756019592,0.04003152996301651,0.0,0.6064379586513251,0.0,0.20214598621710836,0.7126710414886475,0.0005,20.8,False
4,0.024938061572189203,0.0,0.8655320588142154,0.0,0.28851068627140514,0.723176121711731,0.036077272001168004,0.0,0.5828293705372513,0.0,0.19427645684575043,0.729866087436676,0.0005,20.7,False
5,0.018231436172262805,0.004619795457258556,0.8859429817298644,0.0,0.29685425906237434,0.7358865737915039,0.02649345818259146,0.0009599678396604956,0.7121848303042496,0.0,0.2377149327146367,0.7394890189170837,0.0005,20.9,True
6,0.013817589958237944,0.18760204428543598,0.9090466016227297,0.0,0.3655495486360552,0.7559946775436401,0.021739546879721076,0.29293392416777697,0.8053642561265439,0.0,0.3660993934314403,0.7790108919143677,0.0005,20.9,True
7,0.012050445370307514,0.5571847447543091,0.9006280257263336,0.0,0.48593759016021426,0.8076767325401306,0.020043006911873818,0.3990763819438069,0.7922434223133517,0.0,0.3971066014190529,0.7883957624435425,0.0005,21.0,True
8,0.009334969692454587,0.7096430338820734,0.9270434408701056,0.0,0.5455621582507263,0.8402262926101685,0.019109607016181817,0.47950547401553445,0.8361978004429457,0.0,0.43856775815282667,0.799491822719574,0.0005,20.9,True
9,0.008729441405376868,0.7259546832043638,0.9220850097063608,0.0,0.5493465643035749,0.8381236791610718,0.02676137257873526,0.362660303136946,0.7119541742725026,0.0,0.35820482580314955,0.7767247557640076,0.0005,20.7,False
10,0.007320393340546036,0.7575722077957106,0.9320343618572058,0.0,0.5632021898843055,0.8454734683036804,0.026271921512670816,0.41773478144161935,0.6780130430207525,0.0,0.36524927482079067,0.7901864647865295,0.0005,20.9,False
11,0.006616199402291613,0.7721814392713019,0.9353767053952368,0.06754717801202187,0.5917017742261869,0.8544158935546875,0.019487062909984556,0.49632523292407205,0.8206095937132755,0.22340878152351454,0.5134478693869541,0.8118627071380615,0.0005,20.7,True
