epoch,train_loss,train_dice_esophagus,train_dice_heart,train_dice_trachea,train_dice_aorta,train_dice_fg,train_dice_legacy_fg,val_loss,val_dice_esophagus,val_dice_heart,val_dice_trachea,val_dice_aorta,val_dice_fg,val_dice_legacy_fg,lr,seconds,is_best
0,0.6561293551863516,0.0017733189716044953,0.2972873249126497,0.0027853033660216473,0.009256190174649246,0.07777553435623127,0.2641666531562805,0.29762363966998706,0.0,0.8335605772482187,0.0,0.0,0.2083901443120547,0.5094194412231445,0.0005,22.0,True
1,0.19937679536116598,0.0,0.3165781050910246,2.8082137436365775e-06,0.0,0.07914522832619206,0.4765567481517792,0.13272636845161062,0.0,0.19678002518401438,0.0,0.0,0.049195006296003596,0.5355519652366638,0.0005,20.0,False
2,0.11375594444413432,0.0,0.22455662386391625,0.002714518645776211,0.0,0.056817785627423116,0.5364772081375122,0.09557625494145472,0.0,0.31223680070052345,0.0,0.0,0.07805920017513086,0.5766677260398865,0.0005,20.0,False
3,0.08044940240065986,0.0,0.7200656363117246,0.0,0.0,0.18001640907793115,0.5367680191993713,0.07825257564219859,0.0,0.7388176209318444,0.0,0.0,0.1847044052329611,0.5597637891769409,0.0005,20.2,False
4,0.05611116268219204,0.0,0.8347278103834713,0.0,0.0,0.20868195259586783,0.5414496064186096,0.055288051075618204,0.0,0.8300360037936658,0.0,0.0,0.20750900094841646,0.5643243193626404,0.0005,19.9,False
5,0.04579990073206866,0.0,0.8399039562568975,0.0,0.0,0.20997598906422438,0.5442706346511841,0.04760712861519204,0.0,0.8617209595263136,0.0,0.0,0.2154302398815784,0.5653298497200012,0.0005,20.1,True
6,0.036913695886150136,0.0,0.8587689466026023,0.0,0.14644541504104183,0.25130359041091105,0.5533351898193359,0.045960198100998044,0.0,0.8954395862788178,0.0,0.5673379670111671,0.36569438832249623,0.624064028263092,0.0005,20.1,True
7,0.02871268799682276,0.0,0.9314168535328726,0.0,0.7830486849194119,0.42861638461307117,0.6275212168693542,0.03585543098577529,0.0,0.916060234548963,0.0,0.6834362135325718,0.3998741120203837,0.6032553911209106,0.0005,20.3,True
8,0.022247978446247565,0.1247917044121167,0.9415025894461119,0.0,0.8304010493935244,0.47417383581293826,0.6517691016197205,0.02997384760571524,0.13847562039360023,0.9284459839028845,0.0,0.7779958040951598,0.4612293520979111,0.6698430180549622,0.0005,20.0,True
9,0.0191641805582432,0.3760469288541593,0.937449281214515,0.04165134734888713,0.8556601011741555,0.5527019146479292,0.6845964193344116,0.029496629938158558,0.23962133190858884,0.9100098978372906,0.16922231863663015,0.7627589732283776,0.5204031304027218,0.6537696719169617,0.0005,20.0,True
