epoch,train_loss,train_dice_esophagus,train_dice_heart,train_dice_trachea,train_dice_fg,train_dice_legacy_fg,val_loss,val_dice_esophagus,val_dice_heart,val_dice_trachea,val_dice_fg,val_dice_legacy_fg,lr,seconds,is_best
0,0.6221494349220994,0.0024950468367153766,0.005208596679889299,0.0006321592611438729,0.0027786009259161827,0.21784740686416626,0.2456351127313531,0.0,0.023808181045921892,0.0018383474347005023,0.008548842826874131,0.6647669076919556,0.0005,22.7,True
1,0.12998197954834015,0.0,0.0018404798446359709,0.0003577398711527927,0.0007327399052629212,0.6911875605583191,0.0817388465223105,0.0,0.0,0.0,0.0,0.7136611938476562,0.0005,20.7,False
2,0.05759600876031111,0.0,0.0,0.0,0.0,0.7155662178993225,0.04610481683326804,0.0,0.0,0.0,0.0,0.7136611938476562,0.0005,20.9,False
3,0.03928102813027905,0.0,0.0,0.0,0.0,0.7155662178993225,0.03811284333629453,0.0,0.0,0.0,0.0,0.7136611938476562,0.0005,20.8,False
4,0.031218476133109744,0.0,0.0,0.0,0.0,0.7155662178993225,0.03624229702450659,0.0,0.0,0.0,0.0,0.7136611938476562,0.0005,20.8,False
5,0.027459587569403917,0.0,0.0,0.0,0.0,0.7155662178993225,0.03163024491185079,0.0,0.0,0.0,0.0,0.7136611938476562,0.0005,20.7,False
6,0.024800659359825866,0.0,0.0,0.0,0.0,0.7155662178993225,0.029863427429581466,0.0,0.0,0.0,0.0,0.7136611938476562,0.0005,20.8,False
7,0.022658930619170747,0.0,0.0,0.0,0.0,0.7155662178993225,0.035455317694045925,0.0,0.0,0.0,0.0,0.7136611938476562,0.0005,20.7,False
8,0.02096289775081021,0.0,0.0,0.0,0.0,0.7155662178993225,0.03254492286714199,0.0,0.0,0.0,0.0,0.7136611938476562,0.0005,20.9,False
9,0.018594273063288237,0.0,0.0,0.0,0.0,0.7155662178993225,0.03342814440332839,0.0,0.0,0.0,0.0,0.7136611938476562,0.0005,20.7,False
10,0.015734115600976407,0.0,0.309214826388064,0.0,0.10307160879602134,0.7248094081878662,0.023313149993064934,0.0,0.801158121882174,0.0,0.267052707294058,0.7316721677780151,0.0005,20.7,True
11,0.010700494822025003,1.0197838058331635e-05,0.9061240028990227,0.0,0.302044733579027,0.756493330001831,0.0298312395962927,0.0,0.7609158587231678,0.0,0.25363861957438927,0.7408990859985352,0.0005,20.8,False
12,0.0084132474234391,0.5260714493693803,0.9297283360675529,0.0,0.48526659514564435,0.8227300643920898,0.021291255493364903,0.4977221315443788,0.8341776921041781,0.0,0.4439666078828523,0.8064311146736145,0.0005,20.9,True
13,0.007096906661559899,0.7696543696583881,0.9385184058375109,0.0,0.5693909251652997,0.8686116933822632,0.024300126684829594,0.4670791159868729,0.831262860895132,0.0,0.43278065896066825,0.8038042187690735,0.0005,20.6,False
14,0.006423497739414191,0.7957759206571983,0.9386778910923733,0.0,0.5781512705831905,0.8595606684684753,0.024622799550011024,0.457429279409166,0.7095872088395938,0.0,0.38900549608291995,0.7395625114440918,0.0005,20.8,False
15,0.0049611254725156735,0.826576936310607,0.9500705572708781,0.13969027256134225,0.6387792553809425,0.8206127285957336,0.022493569623253752,0.555312990283151,0.7927431401147811,0.3491517204826258,0.5657359502935193,0.7852010726928711,0.0005,20.8,True
16,0.004569301759314964,0.8317061096342585,0.9495526863208351,0.7316562962002422,0.8376383640517786,0.9210148453712463,0.023400718869094776,0.413777491057736,0.7951770161938048,0.49608583827917824,0.5683467818435729,0.8149375319480896,0.0005,20.7,True
17,0.003993035218593989,0.8409569345479754,0.9546260515480005,0.8031661287028934,0.8662497049329564,0.9363886713981628,0.021295808153809048,0.5258355970816406,0.8175165959504328,0.5433616655039295,0.6289046195120009,0.8390091061592102,0.0005,20.9,True
18,0.0038825916135851847,0.8468936727877047,0.9542899150614231,0.8234239849874468,0.874869190945525,0.9396860003471375,0.021498368960633146,0.5277252260612408,0.8147260410929273,0.4949646615595705,0.6124719762379128,0.82857346534729,0.0005,20.7,False
19,0.003741954929833815,0.8509110847014172,0.9575681774039092,0.833958815314045,0.8808126924731239,0.9437851905822754,0.022615495525583947,0.4861117430165887,0.774762472494334,0.538971363520141,0.5999485263436879,0.8359369039535522,0.0005,20.6,False
20,0.0035568922223845134,0.8516878500399793,0.9588394664323091,0.8362024406520856,0.8822432523747913,0.941859245300293,0.0220317053609229,0.507200274846981,0.8202853946602587,0.5495334797008719,0.6256730497360371,0.8256706595420837,0.0005,20.7,False
21,0.00353092533440122,0.856916155995076,0.9579921494474773,0.8522774130254774,0.8890619061560102,0.945393443107605,0.021354348524967107,0.5386136687643555,0.8307266250949432,0.4607126157687723,0.6100176365426903,0.8370269536972046,0.0005,20.6,False
22,0.0029638363027410246,0.8682081319989459,0.9656995197565272,0.8665281562108215,0.9001452693220982,0.9521985054016113,0.025886269516005363,0.5112947514964347,0.7930367543404551,0.500956905899493,0.6017628039121276,0.8344396352767944,0.0005,20.5,False
23,0.002814269835653249,0.8727459743656911,0.9669457377330162,0.8678341433547633,0.9025086184844903,0.9542310237884521,0.02253870896719214,0.544757827126224,0.8206634546382731,0.5179935488736997,0.6278049435460656,0.8394151926040649,0.0005,20.7,False
24,0.0030274429818102164,0.8695799791153653,0.9630496303727322,0.8679642629330261,0.9001979574737079,0.9520529508590698,0.027324909468924213,0.42048430198405146,0.7682751605117871,0.46295326622675476,0.5505709095741979,0.8081235885620117,0.0005,20.6,False
